epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,5238.95,0.91165,0.44827,1.18342,0.99965,1,0.995,0.84863,0.33005,0.97476,0.46006,0.0014522,0.0014522,0.0014522
168,5271.1,0.8779,0.42817,1.15906,0.9054,0.96867,0.98452,0.75525,0.3623,1.84295,0.50532,0.0014489,0.0014489,0.0014489
169,5302.37,0.8645,0.42415,1.15698,0.98049,0.99759,0.99402,0.85715,0.29774,1.05103,0.4724,0.0014456,0.0014456,0.0014456
170,5336.48,0.8772,0.43214,1.16273,0.98659,0.99277,0.99468,0.77825,0.46323,0.75751,0.51955,0.0014423,0.0014423,0.0014423
171,37599.5,0.92319,0.43102,1.18481,0.99974,1,0.995,0.69984,0.58796,0.50878,0.56377,0.001439,0.001439,0.001439
172,37637.3,0.87702,0.43031,1.15242,1,0.99956,0.995,0.85164,0.31937,0.26077,0.4643,0.0014357,0.0014357,0.0014357
173,37676.4,0.88023,0.42094,1.15534,0.99347,0.99759,0.99498,0.87666,0.2813,0.19563,0.45676,0.0014324,0.0014324,0.0014324
174,37700.1,0.88034,0.43751,1.16986,0.99913,0.99759,0.995,0.81732,0.35854,3.14071,0.47228,0.0014291,0.0014291,0.0014291
175,37726.9,0.88595,0.43097,1.15893,0.9995,1,0.995,0.8171,0.36328,1.19448,0.48205,0.0014258,0.0014258,0.0014258
176,37754,0.89589,0.4329,1.16421,0.99967,1,0.995,0.84247,0.32088,0.19311,0.46639,0.0014225,0.0014225,0.0014225
177,37795.7,0.93931,0.4448,1.19694,1,0.99756,0.995,0.8832,0.2934,0.21159,0.45909,0.0014192,0.0014192,0.0014192
178,37834.5,0.92741,0.43435,1.18598,0.99732,0.99759,0.995,0.87693,0.28097,2.20871,0.46329,0.0014159,0.0014159,0.0014159
179,37857.5,0.87419,0.4223,1.15566,0.9775,0.97349,0.99401,0.87178,0.28768,0.8357,0.46827,0.0014126,0.0014126,0.0014126
